address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,longitude,results,risk,state,violations,zip
2320 N KENMORE AVE ,THE BEAN CAFFE',CHICAGO,THE BEAN CAFFE',Restaurant,2014-12-04T00:00:00.000,1512617,Canvass,41.92418810267984,59444.0,"{'type': 'Point', 'coordinates': [-87.654928978592, 41.92418810268]}",-87.65492897859191,Pass,Risk 2 (Medium),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN IN DETAIL AND SANITIZE THE DRAIN BOARD OF THE 3 COMPARTMENT SINK, INSIDE THE CABINET UNDER THE COFFEE MACHINE AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAK ON THE FAUCET CONNECTOR ARM OF THE 3 COMPARTMENT SINK. MUST REPAIR TO STOP THE LEAK. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: INADEQUATE LABEL ON ALL MUFFINS, COOKIES WRAPPED FOR SALE. MUST PUT LABEL,INCLUDES NAME OF THE PRODUCT, INGREDIENTS, NAME OF THE COMPANY AND ADDRESS, AND SOURCE.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: PROVIDE DRAIN FLOOR COVER ON THE FLOOR DRAIN IN FRONT OF THE 3 COMPARTMENT SINK. CLEAN FLOOR THRU-OUT DISHWASHING AREA AND MAINTAIN.",60614.0
4317 N ELSTON AVE ,TAQUERIA EL PRIMO,CHICAGO,TAQUERIA EL PRIMO #2,Restaurant,2016-06-13T00:00:00.000,1932620,Canvass Re-Inspection,41.959172869366874,2108499.0,"{'type': 'Point', 'coordinates': [-87.726931170673, 41.959172869367]}",-87.72693117067278,Pass,Risk 1 (High),IL,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: All previous minor violations have been corrected. Facility now has commercial grade storage containers for foods. Unused equipment has been removed from rear of business. Ice scoops and wiping cloths are now properly stored.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Violation corrected. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Violation corrected. ",60641.0
5403 N CLARK ST ,CESCAS MARGARITA BAR & GRILL,CHICAGO,"CESCAS MARGARITA BAR & GRILL, INC.",Restaurant,2016-02-24T00:00:00.000,1632212,Complaint,41.97994674971407,2369214.0,"{'type': 'Point', 'coordinates': [-87.668139121016, 41.979946749714]}",-87.66813912101561,Pass w/ Conditions,Risk 1 (High),IL,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURE INSIDE THE WALK IN COOLER. SUCH AS X1 CONTAINER OF COOKED PORK AT 45.8F, X2 CONTAINERS OF MEXICAN RICE AT 45.4F,  X2 CONTAINERS OF BAKED BEANS AT 44.7F, X2 CONTAINERS OF SOUP AT 44.8F. CRITICAL VIOLATION 7-38-005(A). WALK IN COOLER TEMPERATURE AT 40.0F. MANAGERS DISCARDED THE SAID PRODUCTS WORTH $300.00, 20 LBS TOTAL. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: HOT HANDLE OF THE FAUCET OF THE EXPOSED HAND SINK IN THE BASEMENT PREP AREA NOT IN GOOD REPAIR. WATER PRESSURE IS VERY LOW. MUST INCREASE HOT WATER PRESSURE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST SEAL ALL THE GAP BETWEEN THE CEILING AND WALLS IN THE KITCHEN COOK LINE AND IN THE BASEMENT PREP AREA AND STORAGE ROOM AND MAINTAIN.  
 
MUST REPLACE STAINED CEILING PANELS IN THE COOK LINE IST FLOOR. AND MAINTAIN. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LABEL ALL BULK FOOD CONTAINERS AND MAINTAIN.",60640.0
3830 W LAWRENCE AVE ,ROJO GUSANO,CHICAGO,MAYAN SOL RESTAURANT,Restaurant,2016-03-14T00:00:00.000,1633121,Canvass,41.968390431264375,1305286.0,"{'type': 'Point', 'coordinates': [-87.724447859243, 41.968390431264]}",-87.72444785924317,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED FACILITY TO INSTALL AND MAINTAIN COVING IN THE KITCHEN ALONG THE WALLS WHERE THE WALLS MEET THE FLOORS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED FACILITY TO INSTALL AND MAINTAIN A SMOOTH AND EASILY CLEANABLE SPLASHGUARD BETWEEN THE THREE COMPARTMENT SINK AND THE EXPOSED HANDSINK AT THE BAR. 
 
OBSERVED TORN GASKETS ON THE TALL 2 DOOR COOLER IN THE KITCHEN. INSTRUCTED FACILITY TO REPLACE AND MAINTAIN. 
 
OBSERVED REUSABLE WATER BOTTLES WITH SMALL OPENINGS FOR TABLETOP WATER SERVICE. INSTRUCTED FACILITY TO OBTAIN AND MAINTAIN A BOTTLE BRUSH TO ADEQUATELY WASH, RINSE, AND SANITIZE SAID BOTTLE.",60625.0
2722 N MILWAUKEE AVE ,SUNRISE FRESH MARKET,CHICAGO,SUNRISE FRESH MARKET 2,Grocery Store,2013-11-05T00:00:00.000,1370205,Canvass,41.93057214825129,1816485.0,"{'type': 'Point', 'coordinates': [-87.710099915506, 41.930572148251]}",-87.71009991550633,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED MUST TO REPAIR DAMAGED FLOOR TILES IN PRODUCE PREP AREA, BEHIND MEAT COUNTER AND INSIDE WALK-IN PRODUCE COOLER, 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REPAIR WALL SURFACES VARIOUS AREAS THROUGHOUT REAR STORAGE AREA, REPAIR HOLES IN WALLS, SURFACES MUST SMOOTH AND EASILY CLEANABLE, 
 
AND REPLACE STAINED CEILING TILE THROUGHOUT PREMISES, 
 
AND CLEAN LIGHT SHIELDS ABOVE MEAT COUNTER, | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST PROPERLY LABEL PACKAGED FOODS OFFERED FOR SALE, WITH THE SOURCE OF WHERE PRODUCT COMES FROM, SUCH AS THE ADDRESS OF STORE AND INGREDIENTS, | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPLACE PITTED/STAINED CUTTING BEHIND MEAT COUNTER, AND CHIPPING RAW WOOD SHELVING DRY STORAGE AREA, ALL SURFACES MUST BE SMOOTH AND EASILY CLEANABLE, | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST PROVIDE WORKING SINK STOPPERS FOR 3 COMPARTMENT SINKS,",60647.0
1265 N MILWAUKEE AVE ,TOZI RESTAURANT,CHICAGO,TOZI RESTAURANT,Restaurant,2015-02-26T00:00:00.000,1199740,Canvass,41.90485662426528,2008547.0,"{'type': 'Point', 'coordinates': [-87.668590204227, 41.904856624265]}",-87.66859020422658,Fail,Risk 1 (High),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FACILITIES UNABLE TO MAINTAIN PROPER TEMPERATURES. TWO DOOR PREP COOLER FOUND AT 58.1F WITH FOODS SUCH AS BEEF AT 51.7F AND PORK AT 51F. COOLER TAGGED HELD FOR INSPECTION AND MUST NOT USE UNTIL REPAIRED AND MAINTAINS A TEMPERATURE OF 40F OR BELOW. CRITICAL VIOLATION 7-38-005(A). | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED THE FOLLOWING POTENTIALLY HAZARDOUS FOODS HELD AT IMPROPER TEMPERATURES IN THE ABOVE MENTIONED COOLER. BEEF AT 51.7F, PORK AT 51F, APPROXIMATELY 20 LBS. ALSO OBSERVED COOKED EGG AT 82F AND COOKED RICE AT 84.7F BOTH WRAPPED WITH PLASTIC WRAP ON SHELVING IN PREP AREA. 5LBS TOTAL.MANAGEMENT STATES ESTIMATED VALUE OF ALL TO BE $300.00. ALL FOODS DISCARDED. CRITICAL VIOLATION 7-38-005(A). | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: NO COLD WATER AVAILABLE AT KITCHEN PREP EXPOSED HAND SINK. COLD WATER HANDLE STRIPPED, UNABLE TO TURN ON. MUST PROVIDE COLD WATER. INSTRUCTED TO USE ADDITIONAL EXPOSED HAND SINKS IN KITCHEN. CRITICAL VIOLATION 7-38-030. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: DISH WASHING FACILITIES NOT MAINTAINED. DISH ROOM THREE COMPARTMENT SINK WITH SEVERE LEAK UNDER SINK INTO BUCKET AND SINK UNABLE TO DRAIN. INSTRUCTED TO USE DISH MACHINE FOR ALL WASHING PURPOSES. SERIOUS VIOLATION 7-38-030. | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: NO DOORS ON MENS AND WOMANS WASHROOMS. MUST PROVIDE ATTACHED DOORS WITH SELF-CLOSING DEVICES ON BOTH WASHROOM ENTRANCES. SERIOUS VIOLATION 7-38-030. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS FROM 5-15-14 NOT CORRECTED. #30- LABEL AND DATE ALL PREPARED FOOD IN COOLERS. LABEL ALL BULK CONTAINERS IN PREP AREA.#32-CLEAN INTERIOR AND EXTERIOR OF ALL BEVERAGE MACHINES, COOLERS, FREEZERS, HOLDING UNITS, PREP TABLES, ROLLING CARTS, COOKING EQUIPMENT (EXCESSIVE FOOD DEBRIS, SPILLS, ETC)#34- CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, STORAGE, BEVERAGE, AND DISH WASHING AREAS(FOOD, DEBRIS, EXCESS WATER). CLEAN ALL FLOOR DRAINS. GROUT LOOSE FLOOR TILES IN ALL AREAS.#38- REPAIR LEAKING DRAINPIPES UNDER WASHBOWL.43-STORE WASH CLOTHS IN A SANITIZING SOLUTION. SERIOUS VIOLATION 7-42-090. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST PROVIDE WASTE WATER DRAINAGE LINES TO PROPER FLOOR DRAINAGE FROM ALL BAR SODA GUN HOLDERS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: ALL ITEMS STORED BEHIND BAR AND IN FRONT HALLWAY CLOSET MUST BE STORED ELEVATED FROM THE FLOOR 6' OR ABOVE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: DOOR HINGE ON KITCHEN PREP TWO DOOR COOLER BROKEN. DOOR FALLS OFF WHEN OPENED. MUST REPAIR. 
TORN RUBBER DOOR GASKETS ON KITCHEN TWO DOOR COOLER AND THREE DOOR FREEZER. MUST REPLACE. 
RUSTY METAL RACK SHELVING THROUGHOUT WALK-IN COOLER. MUST REMOVE RUST OR REPLACE SHELVING.  | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR AND EXTERIOR OF THE DISH MACHINE WITH DIRT AND EXCESSIVE SLIME BUILD UP INSIDE WALLS OF MACHINE. MUST CLEAN AND MAINTAIN. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER TRAINING REQUIREMENTS NOT MET. NO CERTIFICATES OR PROOF OF TRAINING. MUST HAVE PROOF OF TRAINING FOR ALL FOOD HANDLERS.",60642.0
6835 S Normal (500W) ,Robeson (H/S),CHICAGO,Robeson (H/S),School,2017-05-11T00:00:00.000,1983225,Canvass,41.76973340531954,46121.0,"{'type': 'Point', 'coordinates': [-87.637116413818, 41.76973340532]}",-87.63711641381848,Pass,Risk 1 (High),IL,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOOR UNDER AND AROUND SHELVES INSIDE OF THE KITCHEN PANTRY. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: FOUND SOME WATER STAINED CEILING TILE IN THE KITCHEN; REPLACE TILE WHERE NEEDED.  SOME CEILING VENTS IN THE KITCHEN NEED CLEANING; CLEAN VENTS WHERE NEEDED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND A LEAKING PIPE UNDERNEATH ONE HANDSINK IN THE PREP AREA; REPAIR LEAK.
FOUND A LEAK AT THE HOT WATER HEATER UNDER THE SANITIZING COMPARTMENT OF THE THREE COMP SINK IN THE KITCHEN; REPAIR LEAK AT THE HOT WATER HEATING UNIT.

FOUND THE FOLLOWING PLUMBING VIOLATIONS IN THE STUDENT WASHROOMS:
FIRST FLOOR WOMENS/GIRLS HAVE TWO SINKS WITH NO RUNNING WATER (FOUR SINKS TOTAL).  SECOND FLOOR BOYS 1 SINK NO RUNNING WATER AND GIRLS SECOND FLOOR ONE SINK HAD LOW COLD RUNNING WATER PRESSURE AND ONE SINK HAD NO HOT WATER; MUST CORRECT PLUMBING VIOLATIONS IN STUDENT WASHROOMS.
",60621.0
4852 N DAMEN AVE ,CHUI'S FOOD STORE,CHICAGO,CHUI'S FOOD STORE,Grocery Store,2016-11-10T00:00:00.000,1971179,Canvass,41.9703111203981,16902.0,"{'type': 'Point', 'coordinates': [-87.679377189072, 41.970311120398]}",-87.67937718907184,Pass w/ Conditions,Risk 2 (Medium),IL,"37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: Observed the washroom door without a self closing device. Instructed facility to install and maintain a self closing device on the washroom door as it is immediately adjacent to the prep area. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: No sink stoppers present for the three compartment sink. Instructed facility to maintain sink stoppers for each compartment of the three compartment sink. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Observed the lights above the three compartment sink to be unshielded. Instructed facility to shield end to end and maintain. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: No food handler certificates on site. Instructed facility to comply with food handler requirement and maintain. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: No city of Chicago certified foodservice manager on site while potentially hazardous foods are prepared, served, and/or handled. Instructed facility to have a city of Chicago certified foodservice manager on site at all times while handling potentially hazardous foods with the original certificate posted. Serious violation 7-38-012(a).",60625.0
110 W HUBBARD ST ,HUBBARD INN,CHICAGO,HUBBARD INN,Restaurant,2016-11-09T00:00:00.000,1971166,Complaint,41.89012393802728,2083849.0,"{'type': 'Point', 'coordinates': [-87.631596659305, 41.890123938027]}",-87.63159665930549,Pass w/ Conditions,Risk 1 (High),IL,"12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: NO SOAP OR PAPER TOWELS INSIDE EMPLOYEES WASHROOM AT HANDWASH BOWL. INSTRUCTED MANAGER MUST PROVIDE SOAP AND PAPER TOWELS/HAND DRYING DEVICE INSIDE EMPLOYEES WASHROOM AT ALL TIME. ESTABLISHMENT ABLE TO PROVIDE SOAP AND PAPER TOWELS PER INSPECTORS REQUEST AT THIS TIME. CRITICAL VIOLATION 7-38-030. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: SOME BAR COOLERS MISSING THERMOMETERS. MUST PROVIDE THERMOMETERS FOR ALL COOLERS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: HOT WATER HANDLE LOOSE AT PREP AREA AND PREP AREA 3-COMPARTMENT MIDDLE DRAIN PIPE LEAKING. MUST REPAIR AND MAINTAIN SINKS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED ACCUMULATED DUST BUILD UP ON REACH IN COOLERS CONDENSERS IN KITCHEN ALSO OBSERVED GRIME BUILD UP ON EXTERIOR OF BAR SINKS AROUND HOT/COLD WATER HANDLES. MUST CLEAN ALL COOLERS CONDENSERS AND EXTERIOR OF SINKS AND MAINTAIN.",60654.0
6632 N CLARK ST ,GRANDE NOODLES,CHICAGO,GRANDE NOODLES,Restaurant,2014-01-29T00:00:00.000,1391393,Canvass,42.002628232187895,2042082.0,"{'type': 'Point', 'coordinates': [-87.672328351294, 42.002628232188]}",-87.67232835129398,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FOUND SMALL SUSHI COOLER WITH BROKEN GLASS DOOR.(MUST REPAIR) | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND HOOD EXHAUST NOT CLEAN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: FOUND DRY STORAGE AREAS NOT ORGANIZED. ",60626.0
5364 W GALE  ST ,JEFFERSON PARK GRILL,CHICAGO,"JEFFERSON PARK GRILL, INC",Restaurant,2015-08-20T00:00:00.000,1482928,Canvass,41.97048836473916,2177026.0,"{'type': 'Point', 'coordinates': [-87.76291924186, 41.970488364739]}",-87.76291924185988,Pass,Risk 1 (High),IL,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: violation corrected | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: violation corrected | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: violation corrected",60630.0
5757 S CICERO AVE ,HUDSON'S BOOK CORNER/EURO CAFE,CHICAGO,HUDSON'S BOOK CORNER/EURO CAFE,Restaurant,2016-05-16T00:00:00.000,1770839,Canvass,41.78783563115532,1145229.0,"{'type': 'Point', 'coordinates': [-87.741276559557, 41.787835631155]}",-87.74127655955658,Pass,Risk 2 (Medium),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: RUBBER GASKETS IN NEED OF REPLACING ON REACH IN COOLERS WHERE WORN, TORN. 
MUST CORRECT AND MAINTAIN. 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR OF REACHIN COOLERS IN NEED OF CLEANING TO REMOVE ALL BUILD UP. 
MUST CLEAN AND MAINTAIN. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS IN NEED OF CLEANING UNDER SHELVES IN BASEMENT STORAGE AREA, 
FLOORS IN FRONT PREP AREA IN NEED OF CLEANING TO REMOVE ALL FOOD SPILLS. 
MUST CLEAN AND MAINTAIN AT ALL TIMES. 
 | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHTS IN BASEMENT STORAGE AREA IN NEED OF SHIELDING. 
MUST CORRECT AND MAINTAIN. 
 | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: ALL REACH IN COOLERS IN NEED OF THERMOMETERS.  
MUST INSTALL AND MAINTAIN. 
",60638.0
209 E 103RD ST ,BUY -N- SAVE,CHICAGO,BUY -N- SAVE,Grocery Store,2011-10-20T00:00:00.000,545574,Consultation,41.70713532161834,62460.0,"{'type': 'Point', 'coordinates': [-87.618241729934, 41.707135321618]}",-87.61824172993401,Fail,Risk 2 (Medium),IL,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: OBSERVED POTENTIALLY HAZARDOUS FOODS NOT PROPERLY PROTECTED DURING STORAGE. FOUND APPROXIMATELY 40LBS OF FRESH RIBEYE STEAKS AND VARIOUS CHICKEN PARTS OFFERED FOR SALE PAST THE SELL BY/EXPIRATION DATES. DATES FOUND ON THE PACKAGING REFLECTED 10-13-2011 THROUGH 10-18-2011. ALSO NOTED SEVERAL PACKAGES OF STEAK THAT APPEARED TO BE SLIMY AND DISCOLORED AND NOT IN SOUND CONDITION. INSTRUCTED MANAGER TO REMOVE OUTDATED AND DISCOLORED PRODUCTS AND PROPERLY PROTECT ALL FOOD ITEMS OFFERED FOR SALE. SERIOUS CITATION ISSUED 7-38-005A.  (VIOLATION CDI DURING INITIAL INSPECTION ON 10-19-2011') | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND EVIDENCE OF RODENTS ON SITE AND OUTER OPENINGS NOT PROTECTED. FOUND APPROXIMATELY 25-30 MICE DROPPINGS ON SITE UNDER REACH IN COOLER ALONG EAST WALL AND IN 2ND FLOOR STORAGE AREAS IN CORNERS AND ON TOP OF STORAGE PALLETS. MUST REMOVE DROPPINGS,SANITIZE AFFECTED AREAS AND HAVE THE PEST CONTROL COMPANY SERVICE AREAS. ALSO NOTED APPROXIMATELY 1/4 INCH GAPS ALONG THE BOTTOM OF NORTH FRONT ENTRANCE DOOR AND ALONG THE BOTTOM OF THE REAR EXIT DOOR LEADING TO THE OUTSIDE GARBAGE AREA. MUST REPAIR DOORS SO THEY ARE INSECT AND RODENT PROOF. SERIOUS CITATION ISSUED 7-38-020.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST SCRAPE AND REPAINT RUSTY GREASE TRAP AT MEAT DEPARTMENT 3 COMPARTMENT SINK. MUST REMOVE ALL RUST AND PEELING PAINT FROM REACH IN COOLER ALONG EAST WALL.  | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN THE FOLLOWING: INTERIOR OF ALL COOLERS AND FREEZERS,MEAT SAW IN FRESH MEAT PREP AREA,PREP TABLES,CUTTING BOARDS,AND VENT COVERS IN WALK IN COOLERS AND FREEZERS. MUST ALSO CLEAN TOILETS AND SINKS IN WASHROOMS.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOORS UNDER ALL SHELVES ON SALES FLOOR AND REMOVE EXTREME DUST AND FOOD DEBRIS BUILD UP. MUST REPAIR ALL BROKEN FLOOR TILES THROUGHOUT SALES FLOOR. MUST DETAIL CLEAN FLOORS IN 2ND FLOOR STORAGE AREAS,IN WALK IN COOLERS AND FREEZERS,ALONG FRONT WINDOWS AND THROUGHOUT WHERE NEEDED. MUST REMOVE DEAD INSECTS,DIRT AND OTHER DEBRIS. REMOVE STANDING WATER FROM FLOORS IN REAR STORAGE AREAS.   | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST SCRAPE AND REPAINT PEELING PAINT ABOVE DELI PREP AREA. MUST REPLACE MISSING CEILING TILES ABOVE OLD FISH PREP AREA.  | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST REPLACE FLICKERING AND BURNED OUT LIGHT BULBS IN ALL STORAGE AREAS AND OVER THE SALES FLOOR. MUST PROVIDE A LIGHT SHIELD OVER LIGHT IN WALK IN FREEZER. MUST PROVIDE THE PROPER LIGHT SHIELDS AND END CAPS OVER LIGHTS IN THE FRESH MEAT PREP AREA.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR VERY SLOW DRAIN AT EXPODSED HAND SINK IN OLD FISH PREP AREA. MUST REPAIR BROKEN URINAL IN MENS WASHROOM OR REMOVE. MUST REPAIR OR INSTALL VENTILATION IN ALL WASHROOMS. MUST REMOVE PLASTIC FROM FAUCET AT REAR 3 COMP SINK AND REPAIR HEAVY LEAKING. FOUND LARGE HOLE IN MOP SINK BASIN. MUST REPLACE.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE CLUTTER FROM EMPLOYEE BELONGING STORAGE AREA,BEHIND REACH IN COOLER WHERE PACKAGED LUNCHEON MEATS ARE STORED AND IN REAR STORAGE AND 2ND FLOOR STORAGE AREAS. STORE ALL ITEMS 6 INCHES OFF THE FLOOR AND AWAY FROM WALLS.   | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: FOOD HANDLERS IN THE FRESH MEAT DEPARTMENT WEARING EXTREMELY SOILED UNIFORMS. MUST PROVIDE CLEAN UNIFORMS AND APPAREL AT ALL TIMES.  ",60628.0
